Key Values_;_LineNumber_;_SourceName_;_M_NB_;_M_QTY_INDEX_;_M_TP_BUY_;_CURRENCY_;_INSTRUMENT_;_TRN_STATUS_;_TRN_FMLY_;_TRN_GRP_;_TRN_TYPE_;_PORTFOLIO_;_M_PL_CGR2_;_M_PL_CGRA2_;_M_PL_CGU2_;_M_PL_CGUA2_;_M_PL_CSFCP2_;_M_PL_CSFI2_;_M_PL_CSFR2_;_M_PL_CSFRV2_;_M_PL_CSNF2_;_M_PL_CSNFCP2_;_M_PL_CSNFR2_;_M_PL_CSNFRV2_;_M_PL_FE2_;_M_PL_FEFI2_;_M_PL_FMV2_;_M_PL_FMVCL2_;_M_PL_FPFCP2_;_M_PL_FPFRV2_;_M_PL_FPNFCP2_;_M_PL_FPNFRV2_;_M_PL_FTFI2_;_M_PL_INSCUR_;_M_PL_KEY1_;_M_PL_MVFCP2_;_M_PL_MVFRV2_;_M_PL_MVNFCP2_;_M_PL_MVNFRV2_;_M_PL_NFMV2_;_M_PL_NFMVCL2_;_M_PL_RVR2_;_M_PL_RVRA2_;_M_PL_RVU2_;_M_PL_RVUA2_;_M_PLIRDACC12_;_M_PLIRDACC22_;_M_PLIRDACS12_;_M_PLIRDACS22_;_M_PLIRDCUR1_;_M_PLIRDCUR2_;_M_PLIRDFPV12_;_M_PLIRDFPV22_;_M_RSKSECTION_;_M_TP_TYPE
67816743_;_2306_;_MX 3.1_;_67816743_;_0_;_S_;_HKD_;_HKD HIBOR 3M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ALI_;_0_;_0_;_10547.09427_;_10547.09427_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_10547.00912_;_0_;_0_;_0_;_0_;_0_;_-0.085149_;_HKD_;_30spaces_;_10547.00912_;_0_;_10547.09427_;_0_;_10547.09427_;_0_;_0_;_0_;_0_;_0_;_7726.03_;_-3164.38_;_7726.03_;_-3164.38_;_HKD_;_HKD_;_1868256.2_;_-1857709.19_;_20spaces_;_11spaces_;_ 
66792858_;_2361_;_MX 2.1_;_66792858_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_52471034.69_;_52471034.69_;_48644151.71_;_116911.6191_;_0_;_0_;_48527240.09_;_48527240.09_;_0_;_0_;_-148232.4468_;_-978.230916_;_3942087.063_;_3942087.063_;_0_;_0_;_0_;_0_;_-1707.545002_;_IN1_;_30spaces_;_3942087.063_;_0_;_3943794.608_;_0_;_3943794.608_;_3943794.608_;_0_;_0_;_0_;_0_;_-8546986.3_;_9714940.98_;_-8546986.3_;_9714940.98_;_IN1_;_IN1_;_-69176092.96_;_73118180.03_;_20spaces_;_11spaces_;_ 
66792858_;_2361_;_MX 3.1_;_66792858_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_50050913.76_;_50050913.76_;_48644151.71_;_116911.6191_;_0_;_0_;_48527240.09_;_48527240.09_;_0_;_0_;_-148232.4468_;_-978.230916_;_1523013.964_;_0_;_0_;_0_;_0_;_0_;_-659.705085_;_IN1_;_30spaces_;_1523013.964_;_0_;_1523673.669_;_0_;_1523673.669_;_0_;_0_;_0_;_0_;_0_;_-8546986.3_;_9714940.98_;_-8546986.3_;_9714940.98_;_IN1_;_IN1_;_-69176092.96_;_70699106.93_;_20spaces_;_11spaces_;_ 
67687768_;_2349_;_MX 2.1_;_67687768_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_-34381447.5_;_-34381447.5_;_-31866561.96_;_-70568.54895_;_0_;_0_;_-31795993.41_;_-31795993.41_;_0_;_0_;_-70465.77989_;_-537.810549_;_-2584334.668_;_-2584334.668_;_0_;_0_;_0_;_0_;_1119.424223_;_IN1_;_30spaces_;_-2584334.668_;_0_;_-2585454.093_;_0_;_-2585454.093_;_-2585454.093_;_0_;_0_;_0_;_0_;_935616.44_;_-1146559.92_;_935616.44_;_-1146559.92_;_IN1_;_IN1_;_16416408.05_;_-19000742.72_;_20spaces_;_11spaces_;_ 
67687768_;_2349_;_MX 3.1_;_67687768_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_-33441447.69_;_-33441447.69_;_-31866561.96_;_-70568.54895_;_0_;_0_;_-31795993.41_;_-31795993.41_;_0_;_0_;_-70465.77989_;_-537.810549_;_-1644741.844_;_0_;_0_;_0_;_0_;_0_;_712.432443_;_IN1_;_30spaces_;_-1644741.844_;_0_;_-1645454.277_;_0_;_-1645454.277_;_0_;_0_;_0_;_0_;_0_;_935616.44_;_-1146559.92_;_935616.44_;_-1146559.92_;_IN1_;_IN1_;_16416408.05_;_-18061149.9_;_20spaces_;_11spaces_;_ 
65528618_;_2398_;_MX 2.1_;_65528618_;_0_;_S_;_KR1_;_KR1 KSDA 3M ND_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG IRD SPRHD_;_0_;_0_;_-771206106.4_;_-771206106.4_;_-124769324_;_-137436.5917_;_0_;_-62069688.28_;_-186701575.7_;_-124653151.2_;_0_;_-62048424.49_;_0_;_0_;_-646371926.7_;_-646371926.7_;_0_;_0_;_0_;_0_;_181028.5551_;_KR1_;_30spaces_;_-646371926.7_;_0_;_-646552955.2_;_0_;_-646552955.2_;_-646552955.2_;_0_;_0_;_-62048424.49_;_-62048424.49_;_-103714.83_;_47581.3_;_-103714.83_;_47581.3_;_KR1_;_KR1_;_-1105671313_;_459299386_;_20spaces_;_11spaces_;_ 
65528618_;_2398_;_MX 3.1_;_65528618_;_0_;_S_;_KR1_;_KR1 KSDA 3M ND_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG IRD SPRHD_;_0_;_0_;_-771206106.4_;_-771206106.4_;_-124769324_;_-137436.5917_;_0_;_-62069688.28_;_-186701575.7_;_-124653151.2_;_0_;_-62048424.49_;_0_;_0_;_-646371926.7_;_0_;_0_;_0_;_0_;_0_;_181028.5551_;_KR1_;_30spaces_;_-646371926.7_;_0_;_-646552955.2_;_0_;_-646552955.2_;_0_;_0_;_0_;_-62048424.49_;_-62048424.49_;_-103714.83_;_47581.3_;_-103714.83_;_47581.3_;_KR1_;_KR1_;_-1105671313_;_459299386_;_20spaces_;_11spaces_;_ 
66863978_;_2363_;_MX 2.1_;_66863978_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_13171729.5_;_13171729.5_;_17260545.06_;_27535.27815_;_0_;_0_;_17233009.78_;_17233009.78_;_0_;_0_;_-81781.80751_;_-327.91848_;_-4059521.87_;_-4059521.87_;_0_;_0_;_0_;_0_;_1758.412782_;_IN1_;_30spaces_;_-4059521.87_;_0_;_-4061280.283_;_0_;_-4061280.283_;_-4061280.283_;_0_;_0_;_0_;_0_;_-5490630.14_;_6025309.66_;_-5490630.14_;_6025309.66_;_IN1_;_IN1_;_-110743417.9_;_106683896_;_20spaces_;_11spaces_;_ 
66863978_;_2363_;_MX 3.1_;_66863978_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_9775374.761_;_9775374.761_;_17260545.06_;_27535.27815_;_0_;_0_;_17233009.78_;_17233009.78_;_0_;_0_;_-81781.80751_;_-327.91848_;_-7454406.091_;_0_;_0_;_0_;_0_;_0_;_3228.932711_;_IN1_;_30spaces_;_-7454406.091_;_0_;_-7457635.024_;_0_;_-7457635.024_;_0_;_0_;_0_;_0_;_0_;_-5490630.14_;_6025309.66_;_-5490630.14_;_6025309.66_;_IN1_;_IN1_;_-110743417.9_;_103289011.8_;_20spaces_;_11spaces_;_ 
65783925_;_2310_;_MX 2.1_;_65783925_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_-228324.6095_;_-228324.6095_;_-5548268.688_;_-11082.31723_;_0_;_0_;_-5537186.37_;_-5537186.37_;_0_;_0_;_-73701.4431_;_-111.340286_;_5306563.183_;_5306563.183_;_0_;_0_;_0_;_0_;_-2298.578214_;_IN1_;_30spaces_;_5306563.183_;_0_;_5308861.761_;_0_;_5308861.761_;_5308861.761_;_0_;_0_;_0_;_0_;_9820890.41_;_-9839326.54_;_9820890.41_;_-9839326.54_;_IN1_;_IN1_;_64181381.56_;_-58874818.38_;_20spaces_;_11spaces_;_ 
65783925_;_2310_;_MX 3.1_;_65783925_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_1397618.11_;_1397618.11_;_-5548268.688_;_-11082.31723_;_0_;_0_;_-5537186.37_;_-5537186.37_;_0_;_0_;_-73701.4431_;_-111.340286_;_6931801.918_;_0_;_0_;_0_;_0_;_0_;_-3002.562737_;_IN1_;_30spaces_;_6931801.918_;_0_;_6934804.481_;_0_;_6934804.481_;_0_;_0_;_0_;_0_;_0_;_9820890.41_;_-9839326.54_;_9820890.41_;_-9839326.54_;_IN1_;_IN1_;_64181381.56_;_-57249579.64_;_20spaces_;_11spaces_;_ 
63267130_;_2302_;_MX 2.1_;_63267130_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM MNR_;_0_;_0_;_-28232031.26_;_-28232031.26_;_-27808738.91_;_-36252.29356_;_0_;_0_;_-27772486.61_;_-27772486.61_;_0_;_0_;_-124344.3182_;_-380.711736_;_-459345.6762_;_-459345.6762_;_0_;_0_;_0_;_0_;_198.969074_;_IN1_;_30spaces_;_-459345.6762_;_0_;_-459544.6453_;_0_;_-459544.6453_;_-459544.6453_;_0_;_0_;_0_;_0_;_44338191.78_;_-50919350.8_;_44338191.78_;_-50919350.8_;_IN1_;_IN1_;_298590808.8_;_-299050154.5_;_20spaces_;_11spaces_;_ 
63267130_;_2302_;_MX 3.1_;_63267130_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM MNR_;_0_;_0_;_-19902688.13_;_-19902688.13_;_-27808738.91_;_-36252.29356_;_0_;_0_;_-27772486.61_;_-27772486.61_;_0_;_0_;_-124344.3182_;_-380.711736_;_7866391.099_;_0_;_0_;_0_;_0_;_0_;_-3407.387151_;_IN1_;_30spaces_;_7866391.099_;_0_;_7869798.487_;_0_;_7869798.487_;_0_;_0_;_0_;_0_;_0_;_44338191.78_;_-50919350.8_;_44338191.78_;_-50919350.8_;_IN1_;_IN1_;_298590808.8_;_-290724417.7_;_20spaces_;_11spaces_;_ 
66319956_;_2327_;_MX 2.1_;_66319956_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_-25956042.82_;_-25956042.82_;_-23314583.35_;_-34466.87226_;_0_;_0_;_-23280116.48_;_-23280116.48_;_0_;_0_;_-73697.21654_;_-599.535192_;_-2674767.742_;_-2674767.742_;_0_;_0_;_0_;_0_;_1158.595997_;_IN1_;_30spaces_;_-2674767.742_;_0_;_-2675926.338_;_0_;_-2675926.338_;_-2675926.338_;_0_;_0_;_0_;_0_;_7404657.53_;_-8721005.06_;_7404657.53_;_-8721005.06_;_IN1_;_IN1_;_17110711.2_;_-19785478.94_;_20spaces_;_11spaces_;_ 
66319956_;_2327_;_MX 3.1_;_66319956_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_-25318592.22_;_-25318592.22_;_-23314583.35_;_-34466.87226_;_0_;_0_;_-23280116.48_;_-23280116.48_;_0_;_0_;_-73697.21654_;_-599.535192_;_-2037593.143_;_0_;_0_;_0_;_0_;_0_;_882.598972_;_IN1_;_30spaces_;_-2037593.143_;_0_;_-2038475.742_;_0_;_-2038475.742_;_0_;_0_;_0_;_0_;_0_;_7404657.53_;_-8721005.06_;_7404657.53_;_-8721005.06_;_IN1_;_IN1_;_17110711.2_;_-19148304.35_;_20spaces_;_11spaces_;_ 
67767993_;_2329_;_MX 2.1_;_67767993_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_8749873.975_;_8749873.975_;_13140998.95_;_31019.41143_;_0_;_0_;_13109979.54_;_13109979.54_;_0_;_0_;_-72839.51899_;_-108.379349_;_-4358217.766_;_-4358217.766_;_0_;_0_;_0_;_0_;_1887.795182_;_IN1_;_30spaces_;_-4358217.766_;_0_;_-4360105.561_;_0_;_-4360105.561_;_-4360105.561_;_0_;_0_;_0_;_0_;_-975780.82_;_1026045.45_;_-975780.82_;_1026045.45_;_IN1_;_IN1_;_-62206075.17_;_57847857.41_;_20spaces_;_11spaces_;_ 
67767993_;_2329_;_MX 3.1_;_67767993_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_6804713.278_;_6804713.278_;_13140998.95_;_31019.41143_;_0_;_0_;_13109979.54_;_13109979.54_;_0_;_0_;_-72839.51899_;_-108.379349_;_-6302536.267_;_0_;_0_;_0_;_0_;_0_;_2729.991533_;_IN1_;_30spaces_;_-6302536.267_;_0_;_-6305266.258_;_0_;_-6305266.258_;_0_;_0_;_0_;_0_;_0_;_-975780.82_;_1026045.45_;_-975780.82_;_1026045.45_;_IN1_;_IN1_;_-62206075.17_;_55903538.91_;_20spaces_;_11spaces_;_ 
65531268_;_2389_;_MX 2.1_;_65531268_;_0_;_B_;_KR1_;_KR1 KSDA 3M ND_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG MDT ANG_;_0_;_0_;_-1549412536_;_-1549412536_;_-1237409554_;_-49206571.61_;_0_;_-250604838.5_;_-1438807821_;_-1231813879_;_0_;_-206993941.4_;_0_;_0_;_-317509731.8_;_-317509731.8_;_0_;_0_;_0_;_0_;_88924.54268_;_KR1_;_30spaces_;_-317509731.8_;_0_;_-317598656.4_;_0_;_-317598656.4_;_-317598656.4_;_0_;_0_;_-206993941.4_;_-206993941.4_;_-86857.69_;_35203.68_;_-86857.69_;_35203.68_;_KR1_;_KR1_;_-521762199.6_;_204252467.8_;_20spaces_;_11spaces_;_ 
65531268_;_2389_;_MX 3.1_;_65531268_;_0_;_B_;_KR1_;_KR1 KSDA 3M ND_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG MDT ANG_;_0_;_0_;_-1549412536_;_-1549412536_;_-1237409554_;_-49206571.61_;_0_;_-250604838.5_;_-1438807821_;_-1231813879_;_0_;_-206993941.4_;_0_;_0_;_-317509731.8_;_0_;_0_;_0_;_0_;_0_;_88924.54268_;_KR1_;_30spaces_;_-317509731.8_;_0_;_-317598656.4_;_0_;_-317598656.4_;_0_;_0_;_0_;_-206993941.4_;_-206993941.4_;_-86857.69_;_35203.68_;_-86857.69_;_35203.68_;_KR1_;_KR1_;_-521762199.6_;_204252467.8_;_20spaces_;_11spaces_;_ 
65742097_;_2390_;_MX 2.1_;_65742097_;_0_;_B_;_KR1_;_KR1 KSDA 3M ND_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG IRD SPRHD_;_0_;_0_;_-6019877303_;_-6019877303_;_-2189868722_;_-9630955.189_;_0_;_-129954121.3_;_-2310191888_;_-2180453891_;_0_;_-129737996.9_;_0_;_0_;_-3838348411_;_-3838348411_;_0_;_0_;_0_;_0_;_1075001.308_;_KR1_;_30spaces_;_-3838348411_;_0_;_-3839423412_;_0_;_-3839423412_;_-3839423412_;_0_;_0_;_-129737996.9_;_-129737996.9_;_-200449.64_;_89788.84_;_-200449.64_;_89788.84_;_KR1_;_KR1_;_-7049020965_;_3210672554_;_20spaces_;_11spaces_;_ 
65742097_;_2390_;_MX 3.1_;_65742097_;_0_;_B_;_KR1_;_KR1 KSDA 3M ND_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG IRD SPRHD_;_0_;_0_;_-6019877303_;_-6019877303_;_-2189868722_;_-9630955.189_;_0_;_-129954121.3_;_-2310191888_;_-2180453891_;_0_;_-129737996.9_;_0_;_0_;_-3838348411_;_0_;_0_;_0_;_0_;_0_;_1075001.308_;_KR1_;_30spaces_;_-3838348411_;_0_;_-3839423412_;_0_;_-3839423412_;_0_;_0_;_0_;_-129737996.9_;_-129737996.9_;_-200449.64_;_89788.84_;_-200449.64_;_89788.84_;_KR1_;_KR1_;_-7049020965_;_3210672554_;_20spaces_;_11spaces_;_ 
65528694_;_2399_;_MX 2.1_;_65528694_;_0_;_B_;_KR1_;_KR1 KSDA 3M ND_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG IRD STDV_;_0_;_0_;_16263389609_;_16263389609_;_9266636928_;_46498355.42_;_0_;_494036302.4_;_9714174875_;_9220307819_;_0_;_493867055.7_;_0_;_0_;_7041109795_;_7041109795_;_0_;_0_;_0_;_0_;_-1971994.574_;_KR1_;_30spaces_;_7041109795_;_0_;_7043081789_;_0_;_7043081789_;_7043081789_;_0_;_0_;_493867055.7_;_493867055.7_;_733283.15_;_-295004.09_;_733283.15_;_-295004.09_;_KR1_;_KR1_;_11180796952_;_-4139687157_;_20spaces_;_11spaces_;_ 
65528694_;_2399_;_MX 3.1_;_65528694_;_0_;_B_;_KR1_;_KR1 KSDA 3M ND_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG IRD STDV_;_0_;_0_;_16263389609_;_16263389609_;_9266636928_;_46498355.42_;_0_;_494036302.4_;_9714174875_;_9220307819_;_0_;_493867055.7_;_0_;_0_;_7041109795_;_0_;_0_;_0_;_0_;_0_;_-1971994.574_;_KR1_;_30spaces_;_7041109795_;_0_;_7043081789_;_0_;_7043081789_;_0_;_0_;_0_;_493867055.7_;_493867055.7_;_733283.15_;_-295004.09_;_733283.15_;_-295004.09_;_KR1_;_KR1_;_11180796952_;_-4139687157_;_20spaces_;_11spaces_;_ 
67415432_;_2304_;_MX 2.1_;_67415432_;_0_;_B_;_HKD_;_HKD HIBOR 3M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG MDT ANG_;_0_;_0_;_131992.799_;_131992.799_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-3729.25_;_-0.129918_;_131991.7334_;_131991.7334_;_0_;_0_;_0_;_0_;_-1.065609_;_HKD_;_30spaces_;_131991.7334_;_0_;_131992.799_;_0_;_131992.799_;_131992.799_;_0_;_0_;_0_;_0_;_-73068.49_;_44383.07_;_-73068.49_;_44383.07_;_HKD_;_HKD_;_-1905382.44_;_2037374.17_;_20spaces_;_11spaces_;_ 
67415432_;_2304_;_MX 3.1_;_67415432_;_0_;_B_;_HKD_;_HKD HIBOR 3M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG MDT ANG_;_0_;_0_;_132379.4749_;_132379.4749_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-3729.25_;_-0.129918_;_132378.4061_;_0_;_0_;_0_;_0_;_0_;_-1.068731_;_HKD_;_30spaces_;_132378.4061_;_0_;_132379.4749_;_0_;_132379.4749_;_0_;_0_;_0_;_0_;_0_;_-73068.49_;_44383.07_;_-73068.49_;_44383.07_;_HKD_;_HKD_;_-1905379.18_;_2037757.59_;_20spaces_;_11spaces_;_ 
66986937_;_2373_;_MX 2.1_;_66986937_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_-48790480.47_;_-48790480.47_;_-44817495.83_;_-114282.4323_;_0_;_0_;_-44703213.4_;_-44703213.4_;_0_;_0_;_-70223.91156_;_-550.658527_;_-4085497.401_;_-4085497.401_;_0_;_0_;_0_;_0_;_1769.664281_;_IN1_;_30spaces_;_-4085497.401_;_0_;_-4087267.065_;_0_;_-4087267.065_;_-4087267.065_;_0_;_0_;_0_;_0_;_3106849.32_;_-4080194.03_;_3106849.32_;_-4080194.03_;_IN1_;_IN1_;_15143993.46_;_-19229490.86_;_20spaces_;_11spaces_;_ 
66986937_;_2373_;_MX 3.1_;_66986937_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_-48153029.87_;_-48153029.87_;_-44817495.83_;_-114282.4323_;_0_;_0_;_-44703213.4_;_-44703213.4_;_0_;_0_;_-70223.91156_;_-550.658527_;_-3448322.802_;_0_;_0_;_0_;_0_;_0_;_1493.667256_;_IN1_;_30spaces_;_-3448322.802_;_0_;_-3449816.469_;_0_;_-3449816.469_;_0_;_0_;_0_;_0_;_0_;_3106849.32_;_-4080194.03_;_3106849.32_;_-4080194.03_;_IN1_;_IN1_;_15143993.46_;_-18592316.27_;_20spaces_;_11spaces_;_ 
65940802_;_2320_;_MX 2.1_;_65940802_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_-15212159.5_;_-15212159.5_;_-13693282.75_;_-35165.79913_;_0_;_0_;_-13658116.95_;_-13658116.95_;_0_;_0_;_-36817.03277_;_-250.611163_;_-1553369.692_;_-1553369.692_;_0_;_0_;_0_;_0_;_672.8539_;_IN1_;_30spaces_;_-1553369.692_;_0_;_-1554042.546_;_0_;_-1554042.546_;_-1554042.546_;_0_;_0_;_0_;_0_;_3562500_;_-4134876.67_;_3562500_;_-4134876.67_;_IN1_;_IN1_;_17086487.41_;_-18639857.1_;_20spaces_;_11spaces_;_ 
65940802_;_2320_;_MX 3.1_;_65940802_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_-14742159.59_;_-14742159.59_;_-13693282.75_;_-35165.79913_;_0_;_0_;_-13658116.95_;_-13658116.95_;_0_;_0_;_-36817.03277_;_-250.611163_;_-1083573.28_;_0_;_0_;_0_;_0_;_0_;_469.35801_;_IN1_;_30spaces_;_-1083573.28_;_0_;_-1084042.638_;_0_;_-1084042.638_;_0_;_0_;_0_;_0_;_0_;_3562500_;_-4134876.67_;_3562500_;_-4134876.67_;_IN1_;_IN1_;_17086487.41_;_-18170060.69_;_20spaces_;_11spaces_;_ 
67940905_;_2338_;_MX 2.1_;_67940905_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_-40677801.18_;_-40677801.18_;_-33363741.79_;_-90350.95244_;_0_;_0_;_-33273390.84_;_-33273390.84_;_0_;_0_;_-70792.27056_;_-534.873425_;_-7401044.752_;_-7401044.752_;_0_;_0_;_0_;_0_;_3365.585443_;_IN1_;_30spaces_;_-7401044.752_;_0_;_-7404410.338_;_0_;_-7404410.338_;_-7404410.338_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_IN1_;_IN1_;_15791554.42_;_-18728865.94_;_20spaces_;_11spaces_;_ 
67940905_;_2338_;_MX 3.1_;_67940905_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_-39737801.36_;_-39737801.36_;_-33363741.79_;_-90350.95244_;_0_;_0_;_-33273390.84_;_-33273390.84_;_0_;_0_;_-70792.27056_;_-534.873425_;_-6461451.928_;_0_;_0_;_0_;_0_;_0_;_2958.593663_;_IN1_;_30spaces_;_-6461451.928_;_0_;_-6464410.522_;_0_;_-6464410.522_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_IN1_;_IN1_;_15791554.42_;_-17789273.12_;_20spaces_;_11spaces_;_ 
66939785_;_2370_;_MX 2.1_;_66939785_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_-179471.2459_;_-179471.2459_;_-6228821.17_;_-14187.50357_;_0_;_0_;_-6214633.667_;_-6214633.667_;_0_;_0_;_-77044.21952_;_-430.757736_;_6032549.376_;_6032549.376_;_0_;_0_;_0_;_0_;_-2613.044657_;_IN1_;_30spaces_;_6032549.376_;_0_;_6035162.421_;_0_;_6035162.421_;_6035162.421_;_0_;_0_;_0_;_0_;_4599657.53_;_-4611568.07_;_4599657.53_;_-4611568.07_;_IN1_;_IN1_;_63651816.96_;_-57619267.59_;_20spaces_;_11spaces_;_ 
66939785_;_2370_;_MX 3.1_;_66939785_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_1730954.439_;_1730954.439_;_-6228821.17_;_-14187.50357_;_0_;_0_;_-6214633.667_;_-6214633.667_;_0_;_0_;_-77044.21952_;_-430.757736_;_7942147.903_;_0_;_0_;_0_;_0_;_0_;_-3440.201787_;_IN1_;_30spaces_;_7942147.903_;_0_;_7945588.105_;_0_;_7945588.105_;_0_;_0_;_0_;_0_;_0_;_4599657.53_;_-4611568.07_;_4599657.53_;_-4611568.07_;_IN1_;_IN1_;_63651816.96_;_-55709669.06_;_20spaces_;_11spaces_;_ 
65785063_;_2315_;_MX 2.1_;_65785063_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_26005812.72_;_26005812.72_;_23341639.07_;_33906.02295_;_0_;_0_;_23307733.04_;_23307733.04_;_0_;_0_;_-73949.82054_;_-602.962116_;_2696911.486_;_2696911.486_;_0_;_0_;_0_;_0_;_-1168.187728_;_IN1_;_30spaces_;_2696911.486_;_0_;_2698079.674_;_0_;_2698079.674_;_2698079.674_;_0_;_0_;_0_;_0_;_-7586164.38_;_8944842.31_;_-7586164.38_;_8944842.31_;_IN1_;_IN1_;_-17003193.32_;_19700104.81_;_20spaces_;_11spaces_;_ 
65785063_;_2315_;_MX 3.1_;_65785063_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_25368362.12_;_25368362.12_;_23341639.07_;_33906.02295_;_0_;_0_;_23307733.04_;_23307733.04_;_0_;_0_;_-73949.82054_;_-602.962116_;_2059736.887_;_0_;_0_;_0_;_0_;_0_;_-892.190703_;_IN1_;_30spaces_;_2059736.887_;_0_;_2060629.078_;_0_;_2060629.078_;_0_;_0_;_0_;_0_;_0_;_-7586164.38_;_8944842.31_;_-7586164.38_;_8944842.31_;_IN1_;_IN1_;_-17003193.32_;_19062930.21_;_20spaces_;_11spaces_;_ 
