Key Values_;_LineNumber_;_SourceName_;_M_NB_;_M_QTY_INDEX_;_M_TP_BUY_;_CURRENCY_;_INSTRUMENT_;_TRN_STATUS_;_TRN_FMLY_;_TRN_GRP_;_TRN_TYPE_;_PORTFOLIO_;_M_PL_CGR2_;_M_PL_CGRA2_;_M_PL_CGU2_;_M_PL_CGUA2_;_M_PL_CSFCP2_;_M_PL_CSFI2_;_M_PL_CSFR2_;_M_PL_CSFRV2_;_M_PL_CSNF2_;_M_PL_CSNFCP2_;_M_PL_CSNFR2_;_M_PL_CSNFRV2_;_M_PL_FE2_;_M_PL_FEFI2_;_M_PL_FMV2_;_M_PL_FMVCL2_;_M_PL_FPFCP2_;_M_PL_FPFRV2_;_M_PL_FPNFCP2_;_M_PL_FPNFRV2_;_M_PL_FTFI2_;_M_PL_INSCUR_;_M_PL_KEY1_;_M_PL_MVFCP2_;_M_PL_MVFRV2_;_M_PL_MVNFCP2_;_M_PL_MVNFRV2_;_M_PL_NFMV2_;_M_PL_NFMVCL2_;_M_PL_RVR2_;_M_PL_RVRA2_;_M_PL_RVU2_;_M_PL_RVUA2_;_M_PLIRDACC12_;_M_PLIRDACC22_;_M_PLIRDACS12_;_M_PLIRDACS22_;_M_PLIRDCUR1_;_M_PLIRDCUR2_;_M_PLIRDFPV12_;_M_PLIRDFPV22_;_M_RSKSECTION_;_M_TP_TYPE
67770095_;_92_;_MX 2.1_;_67770095_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH FXD JF_;_0_;_0_;_11054.51506_;_11054.51506_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-310_;_-0.273743_;_11048.61177_;_11048.61177_;_0_;_0_;_0_;_0_;_-5.903292_;_CN1_;_30spaces_;_11048.61177_;_0_;_11054.51506_;_0_;_11054.51506_;_11054.51506_;_0_;_0_;_0_;_0_;_-47397.26_;_76460.55_;_-47397.26_;_76460.55_;_CN1_;_CN1_;_-1693934.15_;_1704982.76_;_20spaces_;_11spaces_;_ 
67770095_;_92_;_MX 3.1_;_67770095_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_DCNSH FXD JF_;_0_;_0_;_11054.51506_;_11054.51506_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_11048.61177_;_0_;_0_;_0_;_0_;_0_;_-5.903292_;_CN1_;_30spaces_;_11048.61177_;_0_;_11054.51506_;_0_;_11054.51506_;_0_;_0_;_0_;_0_;_0_;_-47397.26_;_76460.55_;_-47397.26_;_76460.55_;_CN1_;_CN1_;_-1693934.15_;_1704982.76_;_20spaces_;_11spaces_;_ 
66876418_;_9_;_MX 2.1_;_66876418_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_-364717.7603_;_-364717.7603_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-3110_;_-10.485715_;_-364522.9951_;_-364522.9951_;_0_;_0_;_0_;_0_;_194.765258_;_CN1_;_30spaces_;_-364522.9951_;_0_;_-364717.7603_;_0_;_-364717.7603_;_-364717.7603_;_0_;_0_;_0_;_0_;_357863.01_;_-429584.83_;_357863.01_;_-429584.83_;_CN1_;_CN1_;_3053929.86_;_-3418452.86_;_20spaces_;_11spaces_;_ 
66876418_;_9_;_MX 3.1_;_66876418_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_-364717.7603_;_-364717.7603_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-2500_;_-8.463251_;_-364522.9951_;_0_;_0_;_0_;_0_;_0_;_194.765258_;_CN1_;_30spaces_;_-364522.9951_;_0_;_-364717.7603_;_0_;_-364717.7603_;_0_;_0_;_0_;_0_;_0_;_357863.01_;_-429584.83_;_357863.01_;_-429584.83_;_CN1_;_CN1_;_3053929.86_;_-3418452.86_;_20spaces_;_11spaces_;_ 
66876657_;_28_;_MX 2.1_;_66876657_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_523589.3885_;_523589.3885_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-710_;_-2.354015_;_523309.7831_;_523309.7831_;_0_;_0_;_0_;_0_;_-279.60531_;_CN1_;_30spaces_;_523309.7831_;_0_;_523589.3885_;_0_;_523589.3885_;_523589.3885_;_0_;_0_;_0_;_0_;_-364191.78_;_429584.83_;_-364191.78_;_429584.83_;_CN1_;_CN1_;_-6130455.55_;_6653765.34_;_20spaces_;_11spaces_;_ 
66876657_;_28_;_MX 3.1_;_66876657_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_523589.3885_;_523589.3885_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_523309.7831_;_0_;_0_;_0_;_0_;_0_;_-279.60531_;_CN1_;_30spaces_;_523309.7831_;_0_;_523589.3885_;_0_;_523589.3885_;_0_;_0_;_0_;_0_;_0_;_-364191.78_;_429584.83_;_-364191.78_;_429584.83_;_CN1_;_CN1_;_-6130455.55_;_6653765.34_;_20spaces_;_11spaces_;_ 
66876379_;_4_;_MX 2.1_;_66876379_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_921857.4768_;_921857.4768_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-1606_;_-5.324716_;_921365.1898_;_921365.1898_;_0_;_0_;_0_;_0_;_-492.286992_;_CN1_;_30spaces_;_921365.1898_;_0_;_921857.4768_;_0_;_921857.4768_;_921857.4768_;_0_;_0_;_0_;_0_;_-945793.97_;_1142695.65_;_-945793.97_;_1142695.65_;_CN1_;_CN1_;_-6061737.76_;_6983102.95_;_20spaces_;_11spaces_;_ 
66876379_;_4_;_MX 3.1_;_66876379_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_921857.4768_;_921857.4768_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_921365.1898_;_0_;_0_;_0_;_0_;_0_;_-492.286992_;_CN1_;_30spaces_;_921365.1898_;_0_;_921857.4768_;_0_;_921857.4768_;_0_;_0_;_0_;_0_;_0_;_-945793.97_;_1142695.65_;_-945793.97_;_1142695.65_;_CN1_;_CN1_;_-6061737.76_;_6983102.95_;_20spaces_;_11spaces_;_ 
66876531_;_32_;_MX 2.1_;_66876531_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD KT_;_0_;_0_;_187271.3586_;_187271.3586_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-310_;_-1.027809_;_187171.3526_;_187171.3526_;_0_;_0_;_0_;_0_;_-100.005973_;_CN1_;_30spaces_;_187171.3526_;_0_;_187271.3586_;_0_;_187271.3586_;_187271.3586_;_0_;_0_;_0_;_0_;_-178356.16_;_214792.42_;_-178356.16_;_214792.42_;_CN1_;_CN1_;_-1522055.08_;_1709226.43_;_20spaces_;_11spaces_;_ 
66876531_;_32_;_MX 3.1_;_66876531_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD KT_;_0_;_0_;_187271.3586_;_187271.3586_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_187171.3526_;_0_;_0_;_0_;_0_;_0_;_-100.005973_;_CN1_;_30spaces_;_187171.3526_;_0_;_187271.3586_;_0_;_187271.3586_;_0_;_0_;_0_;_0_;_0_;_-178356.16_;_214792.42_;_-178356.16_;_214792.42_;_CN1_;_CN1_;_-1522055.08_;_1709226.43_;_20spaces_;_11spaces_;_ 
66876373_;_3_;_MX 2.1_;_66876373_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_374542.7172_;_374542.7172_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-4610_;_-15.563666_;_374342.7053_;_374342.7053_;_0_;_0_;_0_;_0_;_-200.011946_;_CN1_;_30spaces_;_374342.7053_;_0_;_374542.7172_;_0_;_374542.7172_;_374542.7172_;_0_;_0_;_0_;_0_;_-356712.33_;_429584.83_;_-356712.33_;_429584.83_;_CN1_;_CN1_;_-3044110.15_;_3418452.86_;_20spaces_;_11spaces_;_ 
66876373_;_3_;_MX 3.1_;_66876373_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_374542.7172_;_374542.7172_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-4000_;_-13.541202_;_374342.7053_;_0_;_0_;_0_;_0_;_0_;_-200.011946_;_CN1_;_30spaces_;_374342.7053_;_0_;_374542.7172_;_0_;_374542.7172_;_0_;_0_;_0_;_0_;_0_;_-356712.33_;_429584.83_;_-356712.33_;_429584.83_;_CN1_;_CN1_;_-3044110.15_;_3418452.86_;_20spaces_;_11spaces_;_ 
67026156_;_48_;_MX 2.1_;_67026156_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_-202633.0387_;_-202633.0387_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-2310_;_-7.636904_;_-202524.8294_;_-202524.8294_;_0_;_0_;_0_;_0_;_108.209362_;_CN1_;_30spaces_;_-202524.8294_;_0_;_-202633.0387_;_0_;_-202633.0387_;_-202633.0387_;_0_;_0_;_0_;_0_;_173267.12_;_-218010.7_;_173267.12_;_-218010.7_;_CN1_;_CN1_;_1522688.49_;_-1725213.32_;_20spaces_;_11spaces_;_ 
67026156_;_48_;_MX 3.1_;_67026156_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_-202633.0387_;_-202633.0387_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-2000_;_-6.631029_;_-202524.8294_;_0_;_0_;_0_;_0_;_0_;_108.209362_;_CN1_;_30spaces_;_-202524.8294_;_0_;_-202633.0387_;_0_;_-202633.0387_;_0_;_0_;_0_;_0_;_0_;_173267.12_;_-218010.7_;_173267.12_;_-218010.7_;_CN1_;_CN1_;_1522688.49_;_-1725213.32_;_20spaces_;_11spaces_;_ 
67228909_;_35_;_MX 2.1_;_67228909_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH FXD JM_;_0_;_0_;_806801.8886_;_806801.8886_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-5028.78_;_-12.665454_;_806371.0432_;_806371.0432_;_0_;_0_;_0_;_0_;_-430.845423_;_CN1_;_30spaces_;_806371.0432_;_0_;_806801.8886_;_0_;_806801.8886_;_806801.8886_;_0_;_0_;_0_;_0_;_-100931.51_;_133639.62_;_-100931.51_;_133639.62_;_CN1_;_CN1_;_-5633153.56_;_6439524.6_;_20spaces_;_11spaces_;_ 
67228909_;_35_;_MX 3.1_;_67228909_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_DCNSH FXD JM_;_0_;_0_;_806801.8886_;_806801.8886_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-4618.78_;_-11.660577_;_806371.0432_;_0_;_0_;_0_;_0_;_0_;_-430.845423_;_CN1_;_30spaces_;_806371.0432_;_0_;_806801.8886_;_0_;_806801.8886_;_0_;_0_;_0_;_0_;_0_;_-100931.51_;_133639.62_;_-100931.51_;_133639.62_;_CN1_;_CN1_;_-5633153.56_;_6439524.6_;_20spaces_;_11spaces_;_ 
67228908_;_34_;_MX 2.1_;_67228908_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_394221.5251_;_394221.5251_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-210_;_-0.514693_;_394011.0044_;_394011.0044_;_0_;_0_;_0_;_0_;_-210.520752_;_CN1_;_30spaces_;_394011.0044_;_0_;_394221.5251_;_0_;_394221.5251_;_394221.5251_;_0_;_0_;_0_;_0_;_-50630.14_;_66819.81_;_-50630.14_;_66819.81_;_CN1_;_CN1_;_-2825751.3_;_3219762.3_;_20spaces_;_11spaces_;_ 
67228908_;_34_;_MX 3.1_;_67228908_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_394221.5251_;_394221.5251_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_394011.0044_;_0_;_0_;_0_;_0_;_0_;_-210.520752_;_CN1_;_30spaces_;_394011.0044_;_0_;_394221.5251_;_0_;_394221.5251_;_0_;_0_;_0_;_0_;_0_;_-50630.14_;_66819.81_;_-50630.14_;_66819.81_;_CN1_;_CN1_;_-2825751.3_;_3219762.3_;_20spaces_;_11spaces_;_ 
66876491_;_13_;_MX 2.1_;_66876491_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD KT_;_0_;_0_;_374542.7172_;_374542.7172_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-610_;_-2.022464_;_374342.7053_;_374342.7053_;_0_;_0_;_0_;_0_;_-200.011946_;_CN1_;_30spaces_;_374342.7053_;_0_;_374542.7172_;_0_;_374542.7172_;_374542.7172_;_0_;_0_;_0_;_0_;_-356712.33_;_429584.83_;_-356712.33_;_429584.83_;_CN1_;_CN1_;_-3044110.15_;_3418452.86_;_20spaces_;_11spaces_;_ 
66876491_;_13_;_MX 3.1_;_66876491_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD KT_;_0_;_0_;_374542.7172_;_374542.7172_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_374342.7053_;_0_;_0_;_0_;_0_;_0_;_-200.011946_;_CN1_;_30spaces_;_374342.7053_;_0_;_374542.7172_;_0_;_374542.7172_;_0_;_0_;_0_;_0_;_0_;_-356712.33_;_429584.83_;_-356712.33_;_429584.83_;_CN1_;_CN1_;_-3044110.15_;_3418452.86_;_20spaces_;_11spaces_;_ 
67770086_;_90_;_MX 2.1_;_67770086_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD KT_;_0_;_0_;_46600.92636_;_46600.92636_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-3110_;_-3.498246_;_46576.0407_;_46576.0407_;_0_;_0_;_0_;_0_;_-24.885658_;_CN1_;_30spaces_;_46576.0407_;_0_;_46600.92636_;_0_;_46600.92636_;_46600.92636_;_0_;_0_;_0_;_0_;_-94109.59_;_152921.09_;_-94109.59_;_152921.09_;_CN1_;_CN1_;_-3363389.48_;_3409965.52_;_20spaces_;_11spaces_;_ 
67770086_;_90_;_MX 3.1_;_67770086_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD KT_;_0_;_0_;_46600.92636_;_46600.92636_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-2500_;_-2.959591_;_46576.0407_;_0_;_0_;_0_;_0_;_0_;_-24.885658_;_CN1_;_30spaces_;_46576.0407_;_0_;_46600.92636_;_0_;_46600.92636_;_0_;_0_;_0_;_0_;_0_;_-94109.59_;_152921.09_;_-94109.59_;_152921.09_;_CN1_;_CN1_;_-3363389.48_;_3409965.52_;_20spaces_;_11spaces_;_ 
64541110_;_21_;_MX 2.1_;_64541110_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD NH_;_0_;_0_;_-8253.465769_;_-8253.465769_;_0_;_-133.854135_;_0_;_-48941.21708_;_-48807.36295_;_0_;_0_;_-48807.36295_;_-310_;_-2.940853_;_-8249.058283_;_-8249.058283_;_0_;_0_;_0_;_0_;_4.407486_;_CN1_;_30spaces_;_-8249.058283_;_0_;_-8253.465769_;_0_;_-8253.465769_;_-8253.465769_;_0_;_0_;_-48807.36295_;_-48807.36295_;_-167671.23_;_185287.15_;_-167671.23_;_185287.15_;_CN1_;_CN1_;_-1326526.22_;_1318277.16_;_20spaces_;_11spaces_;_ 
64541110_;_21_;_MX 3.1_;_64541110_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD NH_;_0_;_0_;_-8253.465769_;_-8253.465769_;_0_;_-133.854135_;_0_;_-48941.21708_;_-48807.36295_;_0_;_0_;_-48807.36295_;_-310_;_-2.940853_;_-8249.058283_;_0_;_0_;_0_;_0_;_0_;_4.407486_;_CN1_;_30spaces_;_-8249.058283_;_0_;_-8253.465769_;_0_;_-8253.465769_;_0_;_0_;_0_;_-48807.36295_;_-48807.36295_;_-167671.23_;_185287.15_;_-167671.23_;_185287.15_;_CN1_;_CN1_;_-1326526.22_;_1318277.16_;_20spaces_;_11spaces_;_ 
66876409_;_8_;_MX 2.1_;_66876409_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_182358.8802_;_182358.8802_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-1560_;_-5.259435_;_182261.4975_;_182261.4975_;_0_;_0_;_0_;_0_;_-97.382629_;_CN1_;_30spaces_;_182261.4975_;_0_;_182358.8802_;_0_;_182358.8802_;_182358.8802_;_0_;_0_;_0_;_0_;_-178931.51_;_214792.42_;_-178931.51_;_214792.42_;_CN1_;_CN1_;_-1526964.93_;_1709226.43_;_20spaces_;_11spaces_;_ 
66876409_;_8_;_MX 3.1_;_66876409_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_182358.8802_;_182358.8802_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-1250_;_-4.231626_;_182261.4975_;_0_;_0_;_0_;_0_;_0_;_-97.382629_;_CN1_;_30spaces_;_182261.4975_;_0_;_182358.8802_;_0_;_182358.8802_;_0_;_0_;_0_;_0_;_0_;_-178931.51_;_214792.42_;_-178931.51_;_214792.42_;_CN1_;_CN1_;_-1526964.93_;_1709226.43_;_20spaces_;_11spaces_;_ 
66876440_;_11_;_MX 2.1_;_66876440_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_803209.9473_;_803209.9473_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-12480.98_;_-42.181384_;_802781.02_;_802781.02_;_0_;_0_;_0_;_0_;_-428.927268_;_CN1_;_30spaces_;_802781.02_;_0_;_803209.9473_;_0_;_803209.9473_;_803209.9473_;_0_;_0_;_0_;_0_;_-383178.08_;_429584.83_;_-383178.08_;_429584.83_;_CN1_;_CN1_;_-15292974.49_;_16095755.51_;_20spaces_;_11spaces_;_ 
66876440_;_11_;_MX 3.1_;_66876440_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_803209.9473_;_803209.9473_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-11470.98_;_-38.832715_;_802781.02_;_0_;_0_;_0_;_0_;_0_;_-428.927268_;_CN1_;_30spaces_;_802781.02_;_0_;_803209.9473_;_0_;_803209.9473_;_0_;_0_;_0_;_0_;_0_;_-383178.08_;_429584.83_;_-383178.08_;_429584.83_;_CN1_;_CN1_;_-15292974.49_;_16095755.51_;_20spaces_;_11spaces_;_ 
67458126_;_46_;_MX 2.1_;_67458126_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD NH_;_0_;_0_;_44597.92144_;_44597.92144_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-310_;_-0.57793_;_44574.10542_;_44574.10542_;_0_;_0_;_0_;_0_;_-23.816021_;_CN1_;_30spaces_;_44574.10542_;_0_;_44597.92144_;_0_;_44597.92144_;_44597.92144_;_0_;_0_;_0_;_0_;_107589.04_;_-127810.04_;_107589.04_;_-127810.04_;_CN1_;_CN1_;_1749657.78_;_-1705083.68_;_20spaces_;_11spaces_;_ 
67458126_;_46_;_MX 3.1_;_67458126_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD NH_;_0_;_0_;_44597.92144_;_44597.92144_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_44574.10542_;_0_;_0_;_0_;_0_;_0_;_-23.816021_;_CN1_;_30spaces_;_44574.10542_;_0_;_44597.92144_;_0_;_44597.92144_;_0_;_0_;_0_;_0_;_0_;_107589.04_;_-127810.04_;_107589.04_;_-127810.04_;_CN1_;_CN1_;_1749657.78_;_-1705083.68_;_20spaces_;_11spaces_;_ 
67063684_;_43_;_MX 2.1_;_67063684_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_-401640.5844_;_-401640.5844_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-210_;_-0.606091_;_-401426.1017_;_-401426.1017_;_0_;_0_;_0_;_0_;_214.482651_;_CN1_;_30spaces_;_-401426.1017_;_0_;_-401640.5844_;_0_;_-401640.5844_;_-401640.5844_;_0_;_0_;_0_;_0_;_60558.9_;_-77156.34_;_60558.9_;_-77156.34_;_CN1_;_CN1_;_2818185.07_;_-3219611.17_;_20spaces_;_11spaces_;_ 
67063684_;_43_;_MX 3.1_;_67063684_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_-401640.5844_;_-401640.5844_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-401426.1017_;_0_;_0_;_0_;_0_;_0_;_214.482651_;_CN1_;_30spaces_;_-401426.1017_;_0_;_-401640.5844_;_0_;_-401640.5844_;_0_;_0_;_0_;_0_;_0_;_60558.9_;_-77156.34_;_60558.9_;_-77156.34_;_CN1_;_CN1_;_2818185.07_;_-3219611.17_;_20spaces_;_11spaces_;_ 
67458123_;_45_;_MX 2.1_;_67458123_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_-86434.69703_;_-86434.69703_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-2499.26_;_-5.529064_;_-86388.53949_;_-86388.53949_;_0_;_0_;_0_;_0_;_46.157544_;_CN1_;_30spaces_;_-86388.53949_;_0_;_-86434.69703_;_0_;_-86434.69703_;_-86434.69703_;_0_;_0_;_0_;_0_;_50523.29_;_-60649.49_;_50523.29_;_-60649.49_;_CN1_;_CN1_;_3132206.03_;_-3218594.57_;_20spaces_;_11spaces_;_ 
67458123_;_45_;_MX 3.1_;_67458123_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_-86434.69703_;_-86434.69703_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-2289.26_;_-5.106699_;_-86388.53949_;_0_;_0_;_0_;_0_;_0_;_46.157544_;_CN1_;_30spaces_;_-86388.53949_;_0_;_-86434.69703_;_0_;_-86434.69703_;_0_;_0_;_0_;_0_;_0_;_50523.29_;_-60649.49_;_50523.29_;_-60649.49_;_CN1_;_CN1_;_3132206.03_;_-3218594.57_;_20spaces_;_11spaces_;_ 
67458122_;_44_;_MX 2.1_;_67458122_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_1795897.537_;_1795897.537_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-3760_;_-7.562352_;_1794938.498_;_1794938.498_;_0_;_0_;_0_;_0_;_-959.0387_;_CN1_;_30spaces_;_1794938.498_;_0_;_1795897.537_;_0_;_1795897.537_;_1795897.537_;_0_;_0_;_0_;_0_;_-1791986.3_;_2274355.92_;_-1791986.3_;_2274355.92_;_CN1_;_CN1_;_-11943195.11_;_13738133.61_;_20spaces_;_11spaces_;_ 
67458122_;_44_;_MX 3.1_;_67458122_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD BL_;_0_;_0_;_1795897.537_;_1795897.537_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_1794938.498_;_0_;_0_;_0_;_0_;_0_;_-959.0387_;_CN1_;_30spaces_;_1794938.498_;_0_;_1795897.537_;_0_;_1795897.537_;_0_;_0_;_0_;_0_;_0_;_-1791986.3_;_2274355.92_;_-1791986.3_;_2274355.92_;_CN1_;_CN1_;_-11943195.11_;_13738133.61_;_20spaces_;_11spaces_;_ 
67689759_;_86_;_MX 2.1_;_67689759_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_LIVE_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD KT_;_0_;_0_;_11810.61422_;_11810.61422_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-130_;_-0.184863_;_11804.30716_;_11804.30716_;_0_;_0_;_0_;_0_;_-6.307061_;_CN1_;_30spaces_;_11804.30716_;_0_;_11810.61422_;_0_;_11810.61422_;_11810.61422_;_0_;_0_;_0_;_0_;_-29983.56_;_40676.06_;_-29983.56_;_40676.06_;_CN1_;_CN1_;_-670096.7_;_681901_;_20spaces_;_11spaces_;_ 
67689759_;_86_;_MX 3.1_;_67689759_;_0_;_B_;_CN1_;_CN1 7DREPO 3M N_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_DCNSH IRD KT_;_0_;_0_;_11810.61422_;_11810.61422_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_11804.30716_;_0_;_0_;_0_;_0_;_0_;_-6.307061_;_CN1_;_30spaces_;_11804.30716_;_0_;_11810.61422_;_0_;_11810.61422_;_0_;_0_;_0_;_0_;_0_;_-29983.56_;_40676.06_;_-29983.56_;_40676.06_;_CN1_;_CN1_;_-670096.7_;_681901_;_20spaces_;_11spaces_;_ 
